Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.5019;1.4676;1.7312;1.5387;
2;1.5904;2.683;6.4077;2.0858;
3;1.6013;2.7114;7.1141;2.1325;
4;1.6067;2.719;7.2385;2.1428;
5;1.6067;2.7199;7.3494;2.1442;
6;1.6067;2.7199;7.3741;2.1442;
7;1.6067;2.7199;7.3839;2.1442;
