Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.16;62.47;1.41;96955.02;35.81;0.04;0.01;0.03;0.05;2.12;0;0.02;
knl01;_ALL;_ALL;0.16;62.47;1.41;96955.02;35.81;0.04;0.01;0.03;0.05;2.12;0;0.02;
knl01;44338;_ALL;0.13;62.99;1.4;6091.01;35.31;0.03;0.02;0.03;0.05;2.1;0;0.03;
knl01;44338;44458;0;59.89;0;379;40.11;0;0;0;0;1.9;0;0;
knl01;44338;44660;0;66.84;0;380;33.16;0;0;0;0;1.9;0;0;
knl01;44338;44812;0;62.5;0;376;37.5;0;0;0;0;1.88;0;0;
knl01;44338;44581;0.53;62.63;0;380;36.84;0;0;0;0;1.9;0;0;
knl01;44338;44420;0;59.37;0;379;40.63;0;0;0;0;1.9;0;0;
knl01;44338;44689;0;67.63;0;380;32.37;0;0;0;0;1.9;0;0;
knl01;44338;44525;0;58.79;0;381;41.21;0;0;0;0;1.91;0;0;
knl01;44338;44610;0;66.67;0;378;33.33;0;0;0;0;1.89;0;0;
knl01;44338;44785;0;64.46;0;377;35.54;0;0;0;0;1.88;0;0;
knl01;44338;44560;0.27;64.1;0;376;35.64;0;0;0;0;1.88;0;0;
knl01;44338;44487;0;60.58;0;378;39.42;0;0;0;0;1.89;0;0;
knl01;44338;44379;0;54.55;0;374;45.45;0;0;0;0;1.87;0;0;
knl01;44338;44753;0;69.13;0;379;30.87;0;0;0;0;1.9;0;0;
knl01;44338;44634;0.26;67.02;0;379;32.72;0;0;0;0;1.9;0;0;
knl01;44338;44721;0;73.14;0;376;26.86;0;0;0;0;1.88;0;0;
knl01;44338;44338;0.95;51.79;20.29;419;24.58;0.48;0.24;0.48;0.72;2.1;0;0.48;
knl01;44339;_ALL;0.08;63.02;1.36;6009;35.33;0.08;0.02;0.02;0.05;2.04;0;0.03;
knl01;44339;44723;0;69.33;0;375;30.67;0;0;0;0;1.87;0;0;
knl01;44339;44339;0.98;48.04;20.1;408;27.94;1.23;0.25;0.25;0.74;2.04;0;0.49;
knl01;44339;44474;0;60.9;0;376;39.1;0;0;0;0;1.88;0;0;
knl01;44339;44602;0;66.49;0;376;33.51;0;0;0;0;1.88;0;0;
knl01;44339;44843;0;65.77;0;371;34.23;0;0;0;0;1.85;0;0;
knl01;44339;44681;0;67.2;0;375;32.8;0;0;0;0;1.87;0;0;
knl01;44339;44437;0;58.78;0;376;41.22;0;0;0;0;1.88;0;0;
knl01;44339;44755;0;72.39;0;373;27.61;0;0;0;0;1.86;0;0;
knl01;44339;44369;0;54.96;0;373;45.04;0;0;0;0;1.86;0;0;
knl01;44339;44407;0;54.13;0;375;45.87;0;0;0;0;1.87;0;0;
knl01;44339;44784;0;72.78;0;371;27.22;0;0;0;0;1.85;0;0;
knl01;44339;44569;0;65.59;0;372;34.41;0;0;0;0;1.86;0;0;
knl01;44339;44536;0.27;63.14;0;369;36.59;0;0;0;0;1.84;0;0;
knl01;44339;44811;0;63.98;0;372;36.02;0;0;0;0;1.86;0;0;
knl01;44339;44505;0;61.76;0;374;38.24;0;0;0;0;1.87;0;0;
knl01;44339;44643;0;64.61;0;373;35.39;0;0;0;0;1.86;0;0;
knl01;44345;_ALL;0.18;62.92;1.37;6067.99;35.42;0.02;0.02;0.05;0.03;2.1;0;0;
knl01;44345;44715;0;72.27;0;375;27.73;0;0;0;0;1.87;0;0;
knl01;44345;44447;0.26;60.53;0;380;39.21;0;0;0;0;1.9;0;0;
knl01;44345;44760;0.27;64.46;0;377;35.28;0;0;0;0;1.88;0;0;
knl01;44345;44345;1.9;47.14;19.76;420;29.52;0.24;0.24;0.71;0.48;2.1;0;0;
knl01;44345;44568;0;65.68;0;373;34.32;0;0;0;0;1.86;0;0;
knl01;44345;44656;0.27;68.53;0;375;31.2;0;0;0;0;1.87;0;0;
knl01;44345;44790;0;63.37;0;374;36.63;0;0;0;0;1.87;0;0;
knl01;44345;44688;0;71.69;0;378;28.31;0;0;0;0;1.89;0;0;
knl01;44345;44422;0;60;0;375;40;0;0;0;0;1.87;0;0;
knl01;44345;44592;0;66.32;0;380;33.68;0;0;0;0;1.9;0;0;
knl01;44345;44535;0;63.59;0;379;36.41;0;0;0;0;1.89;0;0;
knl01;44345;44625;0;68.8;0;375;31.2;0;0;0;0;1.87;0;0;
knl01;44345;44472;0;58.47;0;378;41.53;0;0;0;0;1.89;0;0;
knl01;44345;44393;0;59.15;0;377;40.85;0;0;0;0;1.88;0;0;
