Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;2.98;53.21;24.32;2381;0.04;13.36;1.34;1.55;2.02;0.61;0;1.18;
knl06;_ALL;_ALL;2.98;53.21;24.32;2381;0.04;13.36;1.34;1.55;2.02;0.61;0;1.18;
knl06;1985995;_ALL;2.52;45.38;37.82;119;0;9.24;2.52;0.84;0.84;0.59;0;0.84;
knl06;1985995;1985995;2.52;45.38;37.82;119;0;9.24;2.52;0.84;0.84;0.59;0;0.84;
knl06;1985992;_ALL;2.5;47.5;34.17;120;0;8.33;1.67;2.5;1.67;0.6;0;1.67;
knl06;1985992;1985992;2.5;47.5;34.17;120;0;8.33;1.67;2.5;1.67;0.6;0;1.67;
knl06;1986008;_ALL;5;44.17;34.17;120;0;10;2.5;0.83;1.67;0.6;0;1.67;
knl06;1986008;1986008;5;44.17;34.17;120;0;10;2.5;0.83;1.67;0.6;0;1.67;
knl06;1985993;_ALL;3.36;56.3;15.13;119;0;17.65;0;4.2;3.36;0.59;0;0;
knl06;1985993;1985993;3.36;56.3;15.13;119;0;17.65;0;4.2;3.36;0.59;0;0;
knl06;1986009;_ALL;2.54;50;32.2;118;0.85;8.47;1.69;2.54;0.85;0.59;0;0.85;
knl06;1986009;1986009;2.54;50;32.2;118;0.85;8.47;1.69;2.54;0.85;0.59;0;0.85;
knl06;1985998;_ALL;1.68;57.98;14.29;119;0;17.65;0;0.84;5.04;0.6;0;2.52;
knl06;1985998;1985998;1.68;57.98;14.29;119;0;17.65;0;0.84;5.04;0.6;0;2.52;
knl06;1985999;_ALL;1.67;53.33;21.67;120;0;17.5;1.67;2.5;0.83;0.6;0;0.83;
knl06;1985999;1985999;1.67;53.33;21.67;120;0;17.5;1.67;2.5;0.83;0.6;0;0.83;
knl06;1985996;_ALL;2.54;47.46;34.75;118;0;7.63;1.69;3.39;1.69;0.59;0;0.85;
knl06;1985996;1985996;2.54;47.46;34.75;118;0;7.63;1.69;3.39;1.69;0.59;0;0.85;
knl06;1985997;_ALL;5.93;63.56;11.02;118;0;16.1;0;0;1.69;0.59;0;1.69;
knl06;1985997;1985997;5.93;63.56;11.02;118;0;16.1;0;0;1.69;0.59;0;1.69;
knl06;1986002;_ALL;0.84;57.98;23.53;119;0;11.76;0.84;0;4.2;0.59;0;0.84;
knl06;1986002;1986002;0.84;57.98;23.53;119;0;11.76;0.84;0;4.2;0.59;0;0.84;
knl06;1986003;_ALL;3.33;55.83;15;120;0;19.17;5;0.83;0.83;0.6;0;0;
knl06;1986003;1986003;3.33;55.83;15;120;0;19.17;5;0.83;0.83;0.6;0;0;
knl06;1986000;_ALL;1.72;57.76;17.24;116;0;18.97;0.86;1.72;0.86;0.58;0;0.86;
knl06;1986000;1986000;1.72;57.76;17.24;116;0;18.97;0.86;1.72;0.86;0.58;0;0.86;
knl06;1986001;_ALL;1.68;59.66;17.65;119;0;10.92;0.84;2.52;3.36;0.6;0;3.36;
knl06;1986001;1986001;1.68;59.66;17.65;119;0;10.92;0.84;2.52;3.36;0.6;0;3.36;
knl06;1985990;_ALL;2.48;46.28;36.36;121;0;9.92;1.65;0.83;2.48;0.6;0;0;
knl06;1985990;1985990;2.48;46.28;36.36;121;0;9.92;1.65;0.83;2.48;0.6;0;0;
knl06;1986006;_ALL;4.1;45.08;36.89;122;0;8.2;1.64;0.82;1.64;0.61;0;1.64;
knl06;1986006;1986006;4.1;45.08;36.89;122;0;8.2;1.64;0.82;1.64;0.61;0;1.64;
knl06;1985991;_ALL;4.31;57.76;13.79;116;0;18.1;0;1.72;2.59;0.58;0;1.72;
knl06;1985991;1985991;4.31;57.76;13.79;116;0;18.1;0;1.72;2.59;0.58;0;1.72;
knl06;1986007;_ALL;3.36;57.14;15.97;119;0;16.81;1.68;0.84;2.52;0.59;0;1.68;
knl06;1986007;1986007;3.36;57.14;15.97;119;0;16.81;1.68;0.84;2.52;0.59;0;1.68;
knl06;1986004;_ALL;4.2;57.98;17.65;119;0;15.97;0.84;1.68;0.84;0.59;0;0.84;
knl06;1986004;1986004;4.2;57.98;17.65;119;0;15.97;0.84;1.68;0.84;0.59;0;0.84;
knl06;1986005;_ALL;4.2;46.22;36.13;119;0;10.08;0;0.84;1.68;0.6;0;0.84;
knl06;1986005;1986005;4.2;46.22;36.13;119;0;10.08;0;0.84;1.68;0.6;0;0.84;
knl06;1985994;_ALL;1.67;57.5;20;120;0;15;1.67;1.67;1.67;0.6;0;0.83;
knl06;1985994;1985994;1.67;57.5;20;120;0;15;1.67;1.67;1.67;0.6;0;0.83;
