Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.15;98.67;0.61;22455.25;0.35;0.04;0.02;0.06;0.04;28.11;0;0.06;
knl01;_ALL;_ALL;0.15;98.67;0.61;22455.25;0.35;0.04;0.02;0.06;0.04;28.11;0;0.06;
knl01;26040;_ALL;0.09;98.56;0.66;5622.09;0.48;0.02;0.02;0.09;0.05;28.11;0;0.04;
knl01;26040;26040;0.09;98.56;0.66;5622.09;0.48;0.02;0.02;0.09;0.05;28.11;0;0.04;
knl01;26041;_ALL;0.21;98.63;0.61;5610.09;0.36;0.07;0;0.04;0.05;28.05;0;0.04;
knl01;26041;26041;0.21;98.63;0.61;5610.09;0.36;0.07;0;0.04;0.05;28.05;0;0.04;
knl01;26042;_ALL;0.14;98.64;0.69;5612.12;0.3;0.04;0;0.02;0.05;28.06;0;0.11;
knl01;26042;26042;0.14;98.64;0.69;5612.12;0.3;0.04;0;0.02;0.05;28.06;0;0.11;
knl01;26043;_ALL;0.14;98.86;0.46;5610.95;0.27;0.05;0.05;0.09;0;28.05;0;0.07;
knl01;26043;26043;0.14;98.86;0.46;5610.95;0.27;0.05;0.05;0.09;0;28.05;0;0.07;
