Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.3729;1.3569;1.5385;1.5399;
2;1.4102;1.813;2.5001;1.92;
3;1.4319;1.8478;2.6016;1.9678;
4;1.4389;1.8806;2.7;1.984;
5;1.4443;1.8994;2.7432;1.9942;
6;1.4443;1.9172;2.786;1.9942;
