Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.1;99.68;0.01;8853;0.12;0.01;0;0.01;0.03;45.01;0;0.02;
fob1;_ALL;_ALL;0.1;99.68;0.01;8853;0.12;0.01;0;0.01;0.03;45.01;0;0.02;
fob1;526144;_ALL;0.1;99.68;0.01;8853;0.12;0.01;0;0.01;0.03;45.01;0;0.02;
fob1;526144;526144;0.1;99.69;0.01;8852;0.12;0.01;0;0.01;0.02;45.01;0;0.02;
fob1;526144;526147;0;0;0;1;0;0;0;0;100;0.03;0;0;
