Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.3203;1.3071;1.4548;1.456;
2;1.3501;1.654;2.1231;1.7374;
3;1.3615;1.6709;2.1697;1.7599;
4;1.3674;1.6879;2.2087;1.7718;
5;1.3706;1.7008;2.2352;1.777;
6;1.3718;1.709;2.2502;1.7791;
7;1.3725;1.7103;2.2563;1.7803;
8;1.373;1.7115;2.26;1.7812;
9;1.3733;1.7115;2.2637;1.7817;
10;1.3733;1.7115;2.2655;1.7817;
