Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.2;96.81;2.2;22889.8;0.34;0.1;0.05;0.1;0.1;14.32;0;0.11;
knl01;_ALL;_ALL;0.2;96.81;2.2;22889.8;0.34;0.1;0.05;0.1;0.1;14.32;0;0.11;
knl01;30528;_ALL;0.21;97.13;2.06;2858.95;0.35;0.03;0.07;0.1;0;14.29;0;0.03;
knl01;30528;30528;0.21;97.13;2.06;2858.95;0.35;0.03;0.07;0.1;0;14.29;0;0.03;
knl01;30526;_ALL;0.28;97.06;1.82;2860.99;0.35;0.14;0.07;0.07;0.1;14.3;0;0.1;
knl01;30526;30526;0.28;97.06;1.82;2860.99;0.35;0.14;0.07;0.07;0.1;14.3;0;0.1;
knl01;30530;_ALL;0.17;96.82;1.99;2857.99;0.38;0.14;0.14;0.03;0.1;14.29;0;0.21;
knl01;30530;30530;0.17;96.82;1.99;2857.99;0.38;0.14;0.14;0.03;0.1;14.29;0;0.21;
knl01;30527;_ALL;0.24;95.84;3.14;2861.99;0.31;0.07;0.07;0.14;0.1;14.31;0;0.07;
knl01;30527;30527;0.24;95.84;3.14;2861.99;0.31;0.07;0.07;0.14;0.1;14.31;0;0.07;
knl01;30531;_ALL;0.28;96.68;2.41;2863.98;0.28;0.03;0;0.07;0.14;14.32;0;0.1;
knl01;30531;30531;0.28;96.68;2.41;2863.98;0.28;0.03;0;0.07;0.14;14.32;0;0.1;
knl01;30525;_ALL;0.21;96.23;2.76;2863.97;0.31;0.1;0;0.14;0.17;14.32;0;0.07;
knl01;30525;30525;0.21;96.23;2.76;2863.97;0.31;0.1;0;0.14;0.17;14.32;0;0.07;
knl01;30529;_ALL;0.1;97.28;1.75;2860.95;0.31;0.17;0.03;0.1;0.1;14.3;0;0.14;
knl01;30529;30529;0.1;97.28;1.75;2860.95;0.31;0.17;0.03;0.1;0.1;14.3;0;0.14;
knl01;30524;_ALL;0.07;97.41;1.64;2860.98;0.38;0.1;0.03;0.17;0.03;14.3;0;0.14;
knl01;30524;30524;0.07;97.41;1.64;2860.98;0.38;0.1;0.03;0.17;0.03;14.3;0;0.14;
