block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
136;nbody_omp;nbody_omp.c:68-81;99.34;74.69;74.46;74.56;74.67;0.040854796767235;2;
143;nbody_omp;nbody_omp.c:85-87;0.33;0.25;0.22;0.25;0.28;0.052593346685171;2;
140;nbody_omp;nbody_omp.c:68-81;0.1;0.08;0.07;0.08;0.09;0.014375020749867;2;
133;nbody_omp;nbody_omp.c:61-65;0.06;0.04;0.09;0.09;0.09;0;1;
142;nbody_omp;nbody_omp.c:81-81;0.03;0.02;0.02;0.02;0.02;0.0093584479764104;2;
109;nbody_omp;nbody_omp.c:94-96;0.02;0.01;0.01;0.01;0.02;0.0047498308122158;2;
138;nbody_omp;nbody_omp.c:68-81;0.01;0.01;0;0.01;0.01;0.0046870694495738;2;
166;nbody_omp;nbody_omp.c:38-39;0.01;0.01;0.01;0.01;0.01;0;1;
168;nbody_omp;nbody_omp.c:25-40;0.01;0.01;0.01;0.01;0.01;0;1;
165;nbody_omp;nbody_omp.c:35-38;0;0;0;0;0;0;1;
